학원지정번호,학원명,도로명주소,경도,위도,비고
15092,하안연세피아노교습소,경기도 광명시 가림일로 23,126.866709186,37.465200249,성공
3000045983,한솔플라톤아카데미독서논술교습소,경기도 광명시 새터로 44-7,126.854560671,37.472252581,성공
3000043356,한아랑해법수학교습소,경기도 광명시 도덕로 42-1,126.85256248,37.468513896,성공
3000075046,한우리독서토론논술광명철산하늘채논술교습소,경기도 광명시 광덕산로 5,126.869235966,37.470370151,성공
3000047137,한우리독서토론논술광문독서교실교습소,경기도 광명시 덕단이로9번길 48,126.853835713,37.468560796,성공
3000064226,한우리독서토론논술소하7단지교습소,경기도 광명시 소하로 162,126.891425149,37.444016607,성공
3000075089,한우리독서토론논술일직빛가온독서교실논술교습소,경기도 광명시 양지로 21,126.882228763,37.417722599,성공
3000075908,한우리독서토론논술철산13단지논술교습소,경기도 광명시 모세로 40,126.869545422,37.480537859,성공
3000019219,한우리독서토론논술철산1동교습소,경기도 광명시 사성로103번길 14,126.867468248,37.490265465,성공
3000045835,한우리독서토론철산4동독서교실교습소,경기도 광명시 도덕공원로 21-1,126.865398426,37.471033069,성공
3000061834,한우리일직데시앙독서교실교습소,경기도 광명시 양지로 21,126.882228763,37.417722599,성공
3000039390,해냄주산암산교습소,경기도 광명시 하안로 294-7,126.880823763,37.46246049,성공
3000053292,해맑음논술교습소,경기도 광명시 양달로 7,126.880276783,37.413694477,성공
3000039198,해법미래중국어교습소,경기도 광명시 범안로 1050,126.87973849,37.462151639,성공
3000037312,해법영어교실빛가온교습소,경기도 광명시 양달로10번길 5-5,126.881434487,37.41359359,성공
3000020245,해법철산중국어교습소,경기도 광명시 광덕산로 5,126.869235966,37.470370151,성공
3000046670,핵심국어교습소,경기도 광명시 범안로 1050,126.87973849,37.462151639,성공
27835,현대피아노교습소,경기도 광명시 범안로 1075,126.881485177,37.463853004,성공
3000055440,호암피아노음악교습소,경기도 광명시 새터로 44-7,126.854560671,37.472252581,성공
3000063906,홍스영어교습소,경기도 광명시 범안로 1042,126.879038737,37.461833253,성공
3000040717,153수학과학학원,경기도 광명시 범안로 1039,126.878258929,37.462098604,성공
3000040579,1등급영어학원,경기도 광명시 소하로 77,126.884043165,37.447896276,성공
3000049130,1타수학전문학원,경기도 광명시 새터로 49,126.854032485,37.472565668,성공
3000046108,2WAY(투웨이)어학원,경기도 광명시 소하로 77,126.884043165,37.447896276,성공
3000046109,2WAY(투웨이)영어학원,경기도 광명시 소하로 77,126.884043165,37.447896276,성공
3000021224,2관박대수영어학원,경기도 광명시 신기로 21,126.883748076,37.420178047,성공
3000052613,3관박대수영어학원,경기도 광명시 광명로 823,126.85096609,37.472946048,성공
3000050932,CROSS(크로스)영어학원,경기도 광명시 도덕공원로 17,126.866256136,37.470876721,성공
3911,DYB최선어학원,경기도 광명시 하안로288번길 15,126.881341207,37.462246533,성공
38914,E1(이원)류샘수학학원,경기도 광명시 철산로 3-9,126.86624829,37.47639466,성공
41279,ETS(이티에스)어학원,경기도 광명시 하안로287번길 13,126.879372424,37.46067911,성공
22971,EZ이지학원,경기도 광명시 시청로 120,126.866595186,37.486530132,성공
3000040442,J&J일본어학원,경기도 광명시 철산로 3-9,126.86624829,37.47639466,성공
120527,JS학원,경기도 광명시 하안로287번길 19,126.878725468,37.460992575,성공
43582,JnK솔루션영수학원,경기도 광명시 범안로 1041,126.878474275,37.462228627,성공
120650,LaLa라라음악학원,경기도 광명시 하안로287번길 9,126.879753149,37.460868602,성공
120471,MERIT어학원,경기도 광명시 철산로 45,126.8711124,37.477422286,성공
43828,MS수학학원,경기도 광명시 범안로 1050,126.87973849,37.462151639,성공
3000019880,RMstudy(알엠스터디)수학학원,경기도 광명시 광명로 906,126.854897929,37.479743269,성공
3000026500,RMstudy(알엠스터디)중등수학학원,경기도 광명시 광명로 823,126.85096609,37.472946048,성공
3000042337,SBS아카데미미용학원,경기도 광명시 오리로854번길 6,126.867587356,37.474514436,성공
3000026641,SM잉글리쉬영어학원,경기도 광명시 하안로 112,126.891763425,37.448416602,성공
3000050048,TheBoost(더부스트)영어학원,경기도 광명시 하안로 320-21,126.880528937,37.464953145,성공
3000023328,U&I English(잉글리쉬)학원,경기도 광명시 범안로 1050,126.87973849,37.462151639,성공
3000055330,W(더블유)기타앤보컬학원,경기도 광명시 하안로 108,126.892221825,37.447740331,성공
3000038943,YT어학원,경기도 광명시 광명로 870-1,126.853409953,37.476697178,성공
19409,e(이)-해법수학학원,경기도 광명시 하안로287번길 15-1,126.878947423,37.460731605,성공
120820,iN(아이앤)보습학원,경기도 광명시 광명로887번길 20-1,126.851694656,37.479156727,성공
3000047093,가온국어학원,경기도 광명시 신기로 15,126.883012601,37.420452713,성공
3000034452,가온뷰티아카데미학원,경기도 광명시 금하로 534,126.891560516,37.451201054,성공
3000074874,가우스학원,경기도 광명시 시청로 70,126.869260301,37.48397504,성공
3000073323,감탄교육학원,경기도 광명시 양지로 21,126.882228763,37.417722599,성공
3000029204,강신웅댄스스포츠학원,경기도 광명시 광명로 919,126.854834852,37.480970462,성공
3000039261,강의하는아이들수학전문학원,경기도 광명시 철산로 27,126.869025051,37.476896467,성공
120470,거상학원,경기도 광명시 사성로103번길 14,126.867468248,37.490265465,성공
3000073674,거인영어2관학원,경기도 광명시 오리로 857,126.866278496,37.474876316,성공
3000061626,거인영어학원,경기도 광명시 오리로 857,126.866278496,37.474876316,성공
3000048280,경기청소전문직업학원,경기도 광명시 범안로 998,126.87488725,37.459423315,성공
120598,경희유어멜로디음악학원,경기도 광명시 가림로 40,126.866453675,37.464183233,성공
12469,고대학당학원,경기도 광명시 범안로 1050,126.87973849,37.462151639,성공
120825,고려보습학원,경기도 광명시 오리로 902,126.862842406,37.477242637,성공
3000016099,고수학1관학원,경기도 광명시 철산로 19,126.868108047,37.476507193,성공
3000016809,고수학고등부학원,경기도 광명시 철산로 20,126.868394679,37.475798637,성공
3000062410,고수학심화관학원,경기도 광명시 철산로 20,126.868394679,37.475798637,성공
3000042409,공감수학학원,경기도 광명시 양달로10번길 7-5,126.881675036,37.413514599,성공
3000050101,공터영어소하센터어학원,경기도 광명시 금하로 523,126.890094573,37.451156892,성공
3000052077,광명건축기능사학원가람,경기도 광명시 광삼로 59,126.862991909,37.478075974,성공
3000039583,광명그린섬미술학원,경기도 광명시 오리로 870,126.865965715,37.476052168,성공
120876,광명대한간호학원,경기도 광명시 오리로 973,126.854919676,37.478998321,성공
120873,광명서울보습학원,경기도 광명시 하안로287번길 13,126.879372424,37.46067911,성공
120511,광명소리엘음악학원,경기도 광명시 도덕로 42-1,126.85256248,37.468513896,성공
3000048772,광명소하베스트학원,경기도 광명시 소하로109번길 19,126.884981123,37.447639249,성공
3000036287,광명소하자라다남아미술학원,경기도 광명시 금하로 464,126.883974473,37.448448243,성공
27162,광명수학학원,경기도 광명시 도덕로54번길 4,126.853680431,37.468751539,성공
19411,광명실용음악학원,경기도 광명시 디지털로 13,126.868894031,37.473953766,성공
3000020777,광명아이비알뷰티미용학원,경기도 광명시 오리로 870,126.865965715,37.476052168,성공
3000073719,광명예봄피아노음악학원,경기도 광명시 광이로 95,126.860003407,37.485566747,성공
3000037576,광명위너스학원,경기도 광명시 도덕공원로 23,126.86545365,37.471351832,성공
3000024530,광명위드피아노학원,경기도 광명시 디지털로33번길 5,126.870595,37.47450891,성공
3000034282,광명유니팝미술학원,경기도 광명시 광화로 22,126.848940262,37.473561969,성공
16353,광명이스턴어학원,경기도 광명시 광화로 22,126.848940262,37.473561969,성공
3000057657,광명입시2관학원,경기도 광명시 새터로 49,126.854032485,37.472565668,성공
120758,광명입시학원,경기도 광명시 시청로 7,126.863089767,37.477653486,성공
3000043750,광명점와와학습코칭학원,경기도 광명시 광명로 823,126.85096609,37.472946048,성공
35515,광명창조의아침미술학원,경기도 광명시 광명로 944,126.856363642,37.48298928,성공
3000045525,광명창조의아침미술학원-소하캠퍼스,경기도 광명시 금하로 458,126.883315948,37.448387275,성공
3000035458,광명철산프리미엄민준독서실,경기도 광명시 철산로 20,126.868394679,37.475798637,성공
120872,광명최강수학학원,경기도 광명시 범안로 1049,126.87931863,37.462740599,성공
3000057756,광명최강학원,경기도 광명시 광화로 22,126.848940262,37.473561969,성공
3000050076,광명탑댄스스포츠학원,경기도 광명시 광명로 854,126.852789688,37.475315523,성공
3000074876,광명트리우스생각나무학원,경기도 광명시 광이로 96,126.861413951,37.485577715,성공
3000029770,광명프라미스어학원,경기도 광명시 범안로 1030,126.877815417,37.461211516,성공
3000023795,광명하안에이닷영어학원,경기도 광명시 하안로 294-5,126.880655053,37.462367965,성공
23170,광명하이파이브(Hi5)미술학원,경기도 광명시 오리로 947,126.857765888,37.47821005,성공
22130,광산학원,경기도 광명시 오리로920번길 17-2,126.862506876,37.478000566,성공
3000048611,국어와나1관학원,경기도 광명시 철산로 21,126.868310925,37.476574953,성공
3000029264,국풍2000광명철산관학원,경기도 광명시 철산로 36,126.870113361,37.476273576,성공
3000044713,권달중과학학원,경기도 광명시 철산로 20,126.868394679,37.475798637,성공
3000051562,권달중과학학원2관,경기도 광명시 철산로 20,126.868394679,37.475798637,성공
3000072751,그라운디댄스학원,경기도 광명시 범안로 1042,126.879038737,37.461833253,성공
43775,그레이스음악학원,경기도 광명시 광덕산로 5,126.869235966,37.470370151,성공
3000037408,그리고미술학원,경기도 광명시 양달로20번길 4,126.881767034,37.414228052,성공
3000050564,그리심(Grisim)어학원,경기도 광명시 소하로 86,126.883361834,37.447285695,성공
3000022945,그림그리는날미술학원,경기도 광명시 철산로30번길 9,126.870150872,37.475616166,성공
3000020288,그림나무창작소미술학원,경기도 광명시 도덕공원로 21-1,126.865398426,37.471033069,성공
120564,글로리아뮤직음악학원,경기도 광명시 철산로30번길 9,126.870150872,37.475616166,성공
3000044580,기파랑문해원광명소하원점학원,경기도 광명시 소하로109번길 19,126.884981123,37.447639249,성공
3000057691,김도규수학5관학원,경기도 광명시 소하로 86,126.883361834,37.447285695,성공
3000049296,김도규수학학원,경기도 광명시 소하로 86,126.883361834,37.447285695,성공
120522,김세진영수학원,경기도 광명시 소하로 77,126.884043165,37.447896276,성공
3000029188,김은희댄스스포츠학원,경기도 광명시 광명로928번길 18,126.856948918,37.480217812,성공
40187,김진희음악전문학원,경기도 광명시 오리로 801,126.867621843,37.469613381,성공
3000010394,꾸꾸아트학원,경기도 광명시 범안로 1050,126.87973849,37.462151639,성공
3000054772,꿈꾸는미술학원,경기도 광명시 금당로 11-24,126.879307532,37.459990887,성공
3000026066,꿈을그리는창의아트미술학원,경기도 광명시 도덕로38번길 10,126.851935928,37.467587928,성공
16377,나래음악학원,경기도 광명시 광명로865번길 15-1,126.851204798,37.476746405,성공
3000010287,남다른수학학원,경기도 광명시 하안로 294-7,126.880823763,37.46246049,성공
120500,노블아카데미학원,경기도 광명시 소하로109번길 19,126.884981123,37.447639249,성공
3000013283,눈높이러닝센터광명학원,경기도 광명시 도덕로 52,126.853477081,37.468863386,성공
38742,눈높이러닝센터광명한진학원,경기도 광명시 광명로865번안길 7,126.850676457,37.477635836,성공
39060,눈높이러닝센터늘해랑학원,경기도 광명시 하안로287번길 5,126.880131853,37.461078087,성공
3000029272,눈높이러닝센터도덕학원,경기도 광명시 도덕공원로 19,126.86588574,37.470931466,성공
40819,눈높이러닝센터소하학원,경기도 광명시 오리로 393,126.879360575,37.437610132,성공
38745,눈높이러닝센터승리학원,경기도 광명시 오리로 948,126.858007304,37.47861087,성공
3000026491,눈높이러닝센터철산학원,경기도 광명시 철산로 45,126.8711124,37.477422286,성공
120571,뉴광명음악학원,경기도 광명시 철산로29번길 12,126.869070195,37.477774795,성공
3000031721,뉴하안댄스스포츠학원,경기도 광명시 하안로288번길 6,126.881348443,37.461742384,성공
3000041636,늘발레학원,경기도 광명시 신기로 7,126.882491227,37.420594755,성공
3000068825,늘수학학원,경기도 광명시 오리로 857,126.866278496,37.474876316,성공
120608,다래바둑학원,경기도 광명시 하안로 310,126.87949322,37.463208108,성공
3000074107,다은음악학원,경기도 광명시 안현로 22,126.874589967,37.463711287,성공
3000074526,다을광명독서실,경기도 광명시 철산로 3-9,126.86624829,37.47639466,성공
120486,닥스&정상어학원,경기도 광명시 시청로 40,126.864397479,37.480126782,성공
3000019816,단칼영어학원,경기도 광명시 소하로 78,126.883356339,37.44788938,성공
3000052174,달빛음악학원,경기도 광명시 새터로 49,126.854032485,37.472565668,성공
32192,대성N학원,경기도 광명시 광명로 870-1,126.853409953,37.476697178,성공
3000074825,대치상승영어학원,경기도 광명시 광명로 834,126.852103916,37.473750229,성공
3000072279,대치아이작수학전문학원,경기도 광명시 철산로 3-9,126.86624829,37.47639466,성공
28018,대치알파학원,경기도 광명시 하안로288번길 12-1,126.88222934,37.462239473,성공
120452,대치최쌤수학학원,경기도 광명시 안현로 52,126.877439028,37.465549793,성공
3000019171,더(The)잘영수학원,경기도 광명시 소하일로52번길 7,126.888883865,37.450075257,성공
3000036286,더공부하는학원,경기도 광명시 양달로 7,126.880276783,37.413694477,성공
3000045690,더드림댄스스포츠학원,경기도 광명시 오리로 953,126.857096878,37.478423523,성공
3000044403,더블트리어학원,경기도 광명시 신기로17번길 11,126.883469782,37.421208853,성공
40189,더샵음악학원,경기도 광명시 오리로 801,126.867621843,37.469613381,성공
35038,더쎈학원,경기도 광명시 광복로 60,126.865282736,37.489512584,성공
3000052078,더케이국어학원,경기도 광명시 신기로17번길 6,126.884052759,37.420545106,성공
42014,더플러스영어수학학원,경기도 광명시 오리로 372,126.879707906,37.435596181,성공
3000059673,더하루음악학원,경기도 광명시 양달로20번길 12,126.882491615,37.413964245,성공
3000074875,더하이영어학원,경기도 광명시 광화로 12,126.849906044,37.473221591,성공
3000075024,더헤리티지음악학원,경기도 광명시 시청로 70,126.869260301,37.48397504,성공
3000019887,데비스어학원,경기도 광명시 광명로 823,126.85096609,37.472946048,성공
3000043111,데카르트수학학원,경기도 광명시 신기로17번길 11,126.883469782,37.421208853,성공
3000054781,도프(DOPE)영어학원,경기도 광명시 양지로 21,126.882228763,37.417722599,성공
3000013466,동기행동자기주도학습학원,경기도 광명시 하안로287번길 13,126.879372424,37.46067911,성공
3000055439,드림앤피아노음악학원,경기도 광명시 하안로 112,126.891763425,37.448416602,성공
3000076212,디랩관리형독서실,경기도 광명시 하안로288번길 15,126.881341207,37.462246533,성공
3000076213,디랩독학재수학원,경기도 광명시 하안로288번길 15,126.881341207,37.462246533,성공
3000048031,디자인가우디미술학원,경기도 광명시 오리로 945,126.857914106,37.478195532,성공
3000069038,딱풀리는수학솔루션영수학원,경기도 광명시 범안로 1041,126.878474275,37.462228627,성공
120725,또래음악학원,경기도 광명시 안현로 19,126.874101908,37.464154034,성공
120878,라뮤직음악학원,경기도 광명시 금당로 36,126.882149669,37.458861244,성공
120707,라보에듀학원,경기도 광명시 가림로 40,126.866453675,37.464183233,성공
3000034877,라이트하우스댄스학원,경기도 광명시 오리로 649,126.877042296,37.459109968,성공
3000010411,라인미술학원,경기도 광명시 너부대로 34,126.849100931,37.477576429,성공
31132,람파스영어학원,경기도 광명시 철산로 3-9,126.86624829,37.47639466,성공
28065,러닝잉글리쉬어학원,경기도 광명시 하안로 315,126.878739436,37.463427192,성공
3000072090,러닝피크원격학원,경기도 광명시 오리로856번길 21,126.869031032,37.475599923,성공
3000062203,레그잉글리시학원,경기도 광명시 도덕로 36,126.851829492,37.468255547,성공
3000068985,레벨업수학과학학원,경기도 광명시 광명로848번길 76,126.85172555,37.468767873,성공
34010,레브발레학원,경기도 광명시 오리로 372,126.879707906,37.435596181,성공
120483,로열튜터스학원,경기도 광명시 하안로 298,126.880362961,37.462212076,성공
3000044020,로컬라이트댄스학원,경기도 광명시 광명로 920,126.855280414,37.480844361,성공
3000052381,로컬라이트댄스학원본관,경기도 광명시 광명로 858,126.852921575,37.475656105,성공
3000074491,롬버스디자인원격학원,경기도 광명시 오리로 362,126.879768621,37.434591944,성공
3000038013,루미에음악학원,경기도 광명시 광명역로 26,126.886863906,37.415298691,성공
20833,루체테어학원광명하안캠퍼스,경기도 광명시 하안로288번길 8,126.881558591,37.46185189,성공
3000068326,루트수학전문학원,경기도 광명시 시청로 50,126.86814449,37.478308486,성공
3000050137,룩에듀아트미술학원,경기도 광명시 신기로 15,126.883012601,37.420452713,성공
31852,리더스3관과학수학학원,경기도 광명시 범안로 1042,126.879038737,37.461833253,성공
120842,리더스과학수학학원,경기도 광명시 철산로29번길 5,126.868928801,37.477135531,성공
3000047830,리더스과학수학학원2관,경기도 광명시 하안로 200,126.88657972,37.455048573,성공
3000054022,리드101철산영어학원,경기도 광명시 철산로 20,126.868394679,37.475798637,성공
3000051670,리드앤톡광명일직센터영어학원,경기도 광명시 양지로 19,126.882520818,37.418943163,성공
3000073567,리드인&삼성영어셀레나트리우스광명학원,경기도 광명시 광이로 95,126.860003407,37.485566747,성공
3000064012,리드인독서논술국어학원,경기도 광명시 양달로20번길 10,126.88227294,37.414048025,성공
3000050132,리드인독서중심국어논술학원,경기도 광명시 소하로 77,126.884043165,37.447896276,성공
3000049295,리드인독서학원,경기도 광명시 신기로 15,126.883012601,37.420452713,성공
24733,리드인철산독서논술국어국어도경영어학원,경기도 광명시 철산로 36,126.870113361,37.476273576,성공
3000037318,리딩브레인영어학원,경기도 광명시 양달로10번길 7,126.88162126,37.413393306,성공
3000050150,리딩브레인영어학원2관,경기도 광명시 양달로10번길 9,126.881938794,37.413276616,성공
3000064181,리앤문영수학원,경기도 광명시 소하로 77,126.884043165,37.447896276,성공
3000047140,리얼수학학원,경기도 광명시 도덕로 52,126.853477081,37.468863386,성공
3000068043,리엘영어학원,경기도 광명시 양지로 21,126.882228763,37.417722599,성공
3000038128,리오뷰티아카데미학원,경기도 광명시 오리로 1009,126.85112273,37.480175109,성공
3000037122,리틀엔어학원,경기도 광명시 범안로 849-19,126.86149534,37.450829363,성공
3000014596,리틀지니어스학원,경기도 광명시 소하로 88,126.883340971,37.446933067,성공
3000050170,리틀포레스트어학원,경기도 광명시 양지로 19,126.882520818,37.418943163,성공
3000038648,리한인사이트영수학원,경기도 광명시 양지로 21,126.882228763,37.417722599,성공
3000047980,링키영어광명직영어학원,경기도 광명시 도덕로 40,126.852244874,37.468432844,성공
3000022250,마스터클래스국어학원,경기도 광명시 디지털로33번길 15,126.870371293,37.475317558,성공
120618,마스터플랜독서실,경기도 광명시 철산로29번길 9,126.868727649,37.477523935,성공
3000038301,마이엠소하고등관학원,경기도 광명시 소하로 88,126.883340971,37.446933067,성공
27099,마이엠수학고등관학원,경기도 광명시 철산로 25,126.868690999,37.476685033,성공
3000042193,마이엠수학광명관학원,경기도 광명시 광명로 823,126.85096609,37.472946048,성공
3000035180,마이엠수학소하관학원,경기도 광명시 소하로 88,126.883340971,37.446933067,성공
3000068592,마이엠수학학원중등2관학원,경기도 광명시 철산로29번길 9,126.868727649,37.477523935,성공
120869,마이엠수학학원중등관학원,경기도 광명시 철산로 25,126.868690999,37.476685033,성공
3000036289,마이엠영재입시센터학원,경기도 광명시 철산로 27,126.869025051,37.476896467,성공
3000053981,마인드풀아트미술학원,경기도 광명시 광명로832번길 5,126.852383066,37.473403927,성공
3000013603,막강한수학학원,경기도 광명시 디지털로 56,126.874165767,37.473625135,성공
120704,맥스마크수학학원,경기도 광명시 신기로 21,126.883748076,37.420178047,성공
3000041921,머스트실용음악학원,경기도 광명시 오리로 902,126.862842406,37.477242637,성공
3000011955,메스(MES)입시학원,경기도 광명시 소하로 77,126.884043165,37.447896276,성공
3000042475,멘토와멘티영어학원,경기도 광명시 도덕공원로 27,126.865442463,37.471569186,성공
3000023449,명재국영어철산학원,경기도 광명시 디지털로33번길 23,126.870110526,37.475924343,성공
3000015254,모두의음악버클리음대동문실용음악학원,경기도 광명시 광명로 913-1,126.854674882,37.480568214,성공
3000017128,목동SJ보습학원,경기도 광명시 도덕로 44-1,126.852853354,37.468594475,성공
3000073058,목동아이잉글리쉬학원,경기도 광명시 서원로 13,126.884141313,37.430961716,성공
3000065600,목동이차돌수학학원,경기도 광명시 신기로 21,126.883748076,37.420178047,성공
3000025815,목동전문가그룹보습학원,경기도 광명시 광복로 60,126.865282736,37.489512584,성공
13436,목동탑학원,경기도 광명시 광명로 891,126.853719579,37.478590713,성공
3000073431,목동호메테수학학원,경기도 광명시 하안로287번길 5,126.880131853,37.461078087,성공
3000022454,몰입수학학원,경기도 광명시 철산로 36,126.870113361,37.476273576,성공
3000053262,문액팅뮤지컬연기학원,경기도 광명시 새빛공원로 67,126.889339333,37.419346313,성공
3000053943,뮤나실용음악학원,경기도 광명시 범안로 1061,126.880291444,37.463222915,성공
3000076098,뮤엠영어광명충현점학원,경기도 광명시 성채로 37,126.881510651,37.431570782,성공
3000074808,뮤엠영어소하애나학원,경기도 광명시 하안로 168-9,126.889087225,37.45289196,성공
3000047985,뮤엠영어시너지수학학원,경기도 광명시 양달로 7,126.880276783,37.413694477,성공
20210,뮤엠영어하안12단지영어학원,경기도 광명시 하안로288번길 10,126.881814356,37.462005052,성공
3000052483,뮤엠영어학원광명포레스트점,경기도 광명시 새터로 53,126.854134582,37.47284723,성공
3000051990,뮤엠영어학원광문2캠퍼스,경기도 광명시 도덕로 40,126.852244874,37.468432844,성공
39614,뮤직슐레음악학원,경기도 광명시 광덕산로 26,126.872501599,37.47036157,성공
120535,미니오영어학원,경기도 광명시 범안로 1050,126.87973849,37.462151639,성공
3000010671,미예뜰음악학원,경기도 광명시 오리로 349,126.879089238,37.43375339,성공
3000061627,민경우수학교육연구소원격학원,경기도 광명시 양지로 21,126.882228763,37.417722599,성공
39062,민준어학원,경기도 광명시 철산로 20,126.868394679,37.475798637,성공
1384,박대수영어학원,경기도 광명시 오리로 857,126.866278496,37.474876316,성공
3000038129,박선생학원,경기도 광명시 광화로38번길 13,126.847712244,37.475099983,성공
3000011953,박해련무용학원,경기도 광명시 소하로 77,126.884043165,37.447896276,성공
120675,반석음악학원,경기도 광명시 광복로 66,126.865668441,37.489739041,성공
19670,반올림음악학원,경기도 광명시 금하로527번길 17,126.889440643,37.452411824,성공
3000010617,발레아트무용학원,경기도 광명시 하안로 294-5,126.880655053,37.462367965,성공
3912,발레테라아카데미학원,경기도 광명시 하안로 310,126.87949322,37.463208108,성공
43034,백두대간학원,경기도 광명시 소하로 86,126.883361834,37.447285695,성공
24769,백시현미술학원,경기도 광명시 하안로288번길 2,126.880938704,37.461470232,성공
3000061628,밸런스영어원격학원,경기도 광명시 오리로876번길 30,126.867009368,37.477397769,성공
120465,베스티안수학학원철산관,경기도 광명시 오리로 857,126.866278496,37.474876316,성공
3000030791,베스티안스터디센터독서실,경기도 광명시 하안로288번길 15,126.881341207,37.462246533,성공
3000024159,벨라영어에미치다학원,경기도 광명시 사성로103번길 14,126.867468248,37.490265465,성공
3000042879,별따쩡학원,경기도 광명시 도덕로38번길 4,126.851859969,37.468106814,성공
3000061738,별하다미술학원,경기도 광명시 양달로10번길 7-17,126.881901749,37.413986947,성공
3000019812,보라음악학원,경기도 광명시 디지털로 64,126.875996132,37.473817337,성공
3000050397,봉수학&입시학원,경기도 광명시 하안로 315,126.878739436,37.463427192,성공
41311,분석학원,경기도 광명시 범안로 1050,126.87973849,37.462151639,성공
3000019886,브레인스쿨광명센타사고력학원,경기도 광명시 하안로288번길 15,126.881341207,37.462246533,성공
34583,비상잉글리시아이광명제1학원,경기도 광명시 도덕로 52,126.853477081,37.468863386,성공
120611,비엔나음악학원,경기도 광명시 하안로 310,126.87949322,37.463208108,성공
3000042564,비욘드잉글리시철산캠퍼스학원,경기도 광명시 광덕산로 5,126.869235966,37.470370151,성공
3000054581,빈스타댄스학원,경기도 광명시 일직로12번길 21,126.882610894,37.420830923,성공
3000015758,빨간펜수학의달인하안점학원,경기도 광명시 오리로 801,126.867621843,37.469613381,성공
120757,뿌리기픈국어영어학원,경기도 광명시 철산로 21,126.868310925,37.476574953,성공
3000061886,새로국어논술학원,경기도 광명시 양지로 21,126.882228763,37.417722599,성공
3000045382,생각하는황소수학학원광명점,경기도 광명시 하안로288번길 15,126.881341207,37.462246533,성공
3000012378,샤란피아노학원,경기도 광명시 광화로 23,126.848527572,37.473311303,성공
3000026498,서강SLP광명어학원,경기도 광명시 하안로288번길 15,126.881341207,37.462246533,성공
120479,서광엘림학원,경기도 광명시 오리로 944,126.858327113,37.47849414,성공
120639,서울음악학원,경기도 광명시 하안로288번길 12-1,126.88222934,37.462239473,성공
3000050866,서울제과제빵학원,경기도 광명시 소하로109번길 8,126.885513042,37.44659296,성공
12631,선음피아노학원,경기도 광명시 하안로 168-9,126.889087225,37.45289196,성공
3000035179,선택과집중고등영어학원,경기도 광명시 철산로 36,126.870113361,37.476273576,성공
3000042336,설샘수학학원,경기도 광명시 오리로 857,126.866278496,37.474876316,성공
120728,성지음악학원,경기도 광명시 오리로942번길 10,126.858989635,37.479026374,성공
3000020773,세스토킹클래스영어학원,경기도 광명시 목감로 58,126.84892442,37.472694192,성공
3000035461,세움한국사세움통합과학학원,경기도 광명시 금하로 464,126.883974473,37.448448243,성공
3000023945,세종샤인발레학원,경기도 광명시 하안로 293-10,126.879335633,37.461649049,성공
3000035182,소마사고력수학학원,경기도 광명시 소하로 88,126.883340971,37.446933067,성공
21140,소미아트미술학원,경기도 광명시 하안로288번길 10,126.881814356,37.462005052,성공
3000017789,소프트실용음악학원,경기도 광명시 철산로29번길 9,126.868727649,37.477523935,성공
3000047837,소하더퍼스트학원,경기도 광명시 소하로 162,126.891425149,37.444016607,성공
3000017741,소하독서실,경기도 광명시 오리로 383,126.879357984,37.436698403,성공
120694,소하맑은소리음악학원,경기도 광명시 영당안로36번길 32,126.878512053,37.437756054,성공
3000018059,소하애니창아미술학원,경기도 광명시 금하로 458,126.883315948,37.448387275,성공
42411,소하원탑학원,경기도 광명시 오리로396번길 1,126.879940413,37.437829801,성공
3000025991,소하유니팝미술학원,경기도 광명시 소하로 82,126.883355233,37.447639084,성공
3000043753,소하점와와학습코칭학원,경기도 광명시 오리로 346,126.879750579,37.433277164,성공
3000038645,소하플래뮤미술학원,경기도 광명시 금하로 464,126.883974473,37.448448243,성공
3000071996,솔앤제이영어2관학원,경기도 광명시 철산로 3-9,126.86624829,37.47639466,성공
11679,솔앤제이영어학원,경기도 광명시 철산로 3-9,126.86624829,37.47639466,성공
3000053179,솔음악학원,경기도 광명시 양달로 7,126.880276783,37.413694477,성공
4047,쇼팽의빨강피아노음악학원,경기도 광명시 도덕공원로 21-1,126.865398426,37.471033069,성공
3000073885,수만휘스파르타학원,경기도 광명시 범안로 1059,126.880057836,37.46309622,성공
120840,수정음악학원,경기도 광명시 시청로 139,126.868998174,37.488128871,성공
120750,수지수학학원,경기도 광명시 범안로 1042,126.879038737,37.461833253,성공
3000062798,수학과학아가토스학원,경기도 광명시 오리로 857,126.866278496,37.474876316,성공
3000050064,수학은미래다프리미어,경기도 광명시 금하로 464,126.883974473,37.448448243,성공
3000012562,숙명소하음악학원,경기도 광명시 소하로 88,126.883340971,37.446933067,성공
3000053977,쉬즈댄스아카데미학원,경기도 광명시 철산로 27,126.869025051,37.476896467,성공
3000073548,스마트해법수학플레이팩토학원,경기도 광명시 광이로 95,126.860003407,37.485566747,성공
3000061634,스마트해법수학학원,경기도 광명시 광덕산로 26,126.872501599,37.47036157,성공
120807,스카이에듀파머스영어학원,경기도 광명시 철산로29번길 12,126.869070195,37.477774795,성공
3000030187,스탠스영어학원,경기도 광명시 범안로 1061,126.880291444,37.463222915,성공
3000049435,스터닝수학에스라이팅어학원,경기도 광명시 신기로 15,126.883012601,37.420452713,성공
3000021882,스터닝학원,경기도 광명시 금하로 458,126.883315948,37.448387275,성공
